Role,Age,Gender,Occupation,Personality Traits,Communication Style,Interests and Hobbies,Educational Background,Cultural Background,Language Proficiency,Technology Savviness,Preferred Communication Medium,Lifestyle,Values and Beliefs,Relationship Status,Economic Status,Health and Wellness,Time Availability,Problem-solving Approach,Capital improvement project,Infiltration policy,Freeboard policy,Buyouts,Future Buyout,Recreational investment,Shelter Small,Basketball Small,Football,Open Area Small,Shelter Medium,Soccer Small,Volleyball Small,Exercise Area Small,Picnic Area,Playground Large,Shelter Large,Soccer Large,Track,Trail Small,Amphitheater,Open Area Large,Playground Small,Soccer Medium,Softball/Baseball Small,Trail Medium,Trail Large
Role765,21,female,Doctor,Introverted,Empathetic,Video Games,Graduate Degree,Western,Mandarin,Intermediate,Text,Active,Humanism,Divorced,Middle income,Healthy,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role766,35,genderqueer,Teacher,Innovative,Direct,Sports,High School,Middle Eastern,English,Intermediate,Voice,Sedentary,Atheism,Married,Low income,Average health,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role767,62,male,Artist,Introverted,Informal,Video Games,Bachelor,Middle Eastern,Spanish,Expert,Mixed,Active,Islam,In a relationship,High income,Healthy,Full-time,Analytical,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role768,57,genderqueer,Scientist,Innovative,Formal,Traveling,Bachelor,Western,French,Intermediate,Voice,Sedentary,Atheism,Widowed,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role769,64,female,Artist,Innovative,Direct,Traveling,Bachelor,Middle Eastern,Mandarin,Expert,Mixed,Active,Islam,Widowed,High income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role770,70,female,Engineer,Innovative,Direct,Reading,Graduate Degree,Western,English,Intermediate,Voice,Active,Environmentalism,In a relationship,Low income,Healthy,Sporadic,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role771,34,nondisclosed,Doctor,Innovative,Empathetic,Painting,Bachelor,Western,Mandarin,Novice,Text,Active,Humanism,Married,Middle income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role772,65,female,Scientist,Extroverted,Empathetic,Traveling,High School,Middle Eastern,Mandarin,Novice,Text,Active,Atheism,In a relationship,Low income,Healthy,Full-time,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role773,30,genderqueer,Artist,Innovative,Humorous,Video Games,High School,Western,Mandarin,Expert,Mixed,Sedentary,Humanism,Married,Low income,Average health,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role774,35,female,Teacher,Extroverted,Formal,Traveling,High School,Middle Eastern,English,Expert,Video,Active,Christianity,Single,Middle income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role775,30,nondisclosed,Engineer,Traditional,Empathetic,Video Games,Bachelor,African,English,Expert,Mixed,Sedentary,Environmentalism,Divorced,Low income,Healthy,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role776,37,genderqueer,Retired,Innovative,Informal,Video Games,Bachelor,Western,Mandarin,Novice,Text,Sedentary,Environmentalism,Divorced,Middle income,Health-conscious,Sporadic,Creative,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role777,65,genderqueer,Retired,Innovative,Informal,Cooking,Graduate Degree,Western,Spanish,Intermediate,Voice,Sedentary,Christianity,Married,High income,Average health,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role778,61,male,Artist,Introverted,Humorous,Cooking,Bachelor,Eastern,Mandarin,Novice,Mixed,Active,Humanism,Widowed,Low income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role779,52,female,Engineer,Extroverted,Humorous,Reading,Graduate Degree,Western,Mandarin,Expert,Text,Sedentary,Atheism,Widowed,Middle income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role780,79,nondisclosed,Student,Innovative,Informal,Video Games,Graduate Degree,African,Mandarin,Intermediate,Voice,Sedentary,Christianity,Single,Middle income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role781,47,nondisclosed,Doctor,Introverted,Direct,Cooking,High School,Western,Mandarin,Novice,Voice,Sedentary,Environmentalism,Widowed,High income,Average health,Sporadic,Creative,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role782,36,female,Retired,Extroverted,Humorous,Reading,High School,Middle Eastern,Spanish,Expert,Voice,Active,Christianity,Single,High income,Healthy,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role783,18,nondisclosed,Engineer,Traditional,Direct,Painting,High School,Western,English,Novice,Text,Active,Atheism,In a relationship,Middle income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role784,48,nondisclosed,Student,Traditional,Mixed,Video Games,Graduate Degree,Middle Eastern,English,Expert,Mixed,Sedentary,Humanism,Single,Low income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role785,79,nondisclosed,Engineer,Extroverted,Direct,Traveling,High School,Western,French,Expert,Voice,Sedentary,Atheism,In a relationship,High income,Average health,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role786,26,nondisclosed,Doctor,Extroverted,Direct,Sports,Graduate Degree,Western,Mandarin,Expert,Voice,Active,Atheism,In a relationship,High income,Average health,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role787,48,female,Engineer,Extroverted,Formal,Traveling,High School,Eastern,English,Novice,Voice,Active,Humanism,Divorced,Low income,Health-conscious,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role788,43,genderqueer,Artist,Introverted,Direct,Sports,Graduate Degree,Middle Eastern,Spanish,Expert,Video,Active,Environmentalism,Divorced,Middle income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role789,21,nondisclosed,Teacher,Extroverted,Formal,Video Games,High School,Eastern,French,Expert,Video,Active,Humanism,In a relationship,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role790,30,male,Doctor,Traditional,Mixed,Painting,Bachelor,Eastern,French,Novice,Mixed,Active,Atheism,Divorced,Middle income,Health-conscious,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role791,55,female,Scientist,Introverted,Formal,Reading,Bachelor,Eastern,English,Novice,Mixed,Active,Humanism,In a relationship,High income,Average health,Sporadic,Creative,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role792,51,male,Doctor,Innovative,Empathetic,Cooking,Graduate Degree,Western,Mandarin,Intermediate,Voice,Active,Atheism,Divorced,High income,Health-conscious,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role793,26,genderqueer,Artist,Introverted,Humorous,Painting,High School,Eastern,Spanish,Novice,Video,Active,Atheism,Divorced,High income,Health-conscious,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role794,36,genderqueer,Engineer,Traditional,Formal,Painting,High School,African,French,Intermediate,Mixed,Sedentary,Islam,Divorced,Low income,Health-conscious,Sporadic,Practical,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role795,77,male,Teacher,Introverted,Direct,Painting,High School,Western,English,Expert,Video,Active,Christianity,Married,Middle income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role796,25,nondisclosed,Retired,Innovative,Mixed,Video Games,Bachelor,Western,Spanish,Novice,Text,Sedentary,Islam,Widowed,Low income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role797,36,male,Artist,Traditional,Empathetic,Sports,Graduate Degree,Western,English,Intermediate,Video,Sedentary,Environmentalism,Single,Middle income,Health-conscious,Full-time,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role798,26,nondisclosed,Teacher,Traditional,Formal,Video Games,Bachelor,Middle Eastern,Spanish,Novice,Voice,Active,Atheism,Divorced,High income,Healthy,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role799,44,female,Teacher,Traditional,Direct,Sports,Graduate Degree,Western,Spanish,Intermediate,Mixed,Sedentary,Islam,In a relationship,Low income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Role800,72,genderqueer,Doctor,Extroverted,Formal,Painting,Bachelor,African,French,Novice,Mixed,Active,Humanism,Widowed,High income,Average health,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role801,33,nondisclosed,Retired,Introverted,Informal,Painting,High School,Middle Eastern,English,Intermediate,Text,Active,Islam,Widowed,Low income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role802,72,female,Scientist,Innovative,Informal,Traveling,High School,African,English,Intermediate,Text,Active,Atheism,Single,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role803,74,male,Doctor,Innovative,Empathetic,Traveling,Graduate Degree,Western,Spanish,Intermediate,Text,Active,Humanism,Married,High income,Average health,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role804,29,nondisclosed,Teacher,Innovative,Informal,Video Games,Bachelor,Eastern,Spanish,Expert,Video,Active,Atheism,In a relationship,Low income,Average health,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role805,35,nondisclosed,Teacher,Traditional,Informal,Traveling,Graduate Degree,Middle Eastern,English,Expert,Text,Sedentary,Humanism,Married,Middle income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role806,72,nondisclosed,Doctor,Innovative,Formal,Reading,Bachelor,Middle Eastern,Mandarin,Intermediate,Mixed,Sedentary,Islam,Single,Low income,Healthy,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role807,39,genderqueer,Student,Extroverted,Mixed,Sports,Bachelor,African,English,Expert,Mixed,Sedentary,Christianity,Divorced,Low income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role808,22,nondisclosed,Engineer,Innovative,Empathetic,Traveling,Bachelor,Middle Eastern,French,Novice,Mixed,Active,Environmentalism,In a relationship,Low income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role809,74,male,Retired,Extroverted,Formal,Reading,High School,Eastern,Spanish,Intermediate,Video,Sedentary,Environmentalism,Single,Low income,Health-conscious,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role810,59,male,Teacher,Traditional,Empathetic,Sports,Graduate Degree,African,Spanish,Expert,Voice,Sedentary,Atheism,Single,Middle income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role811,68,genderqueer,Engineer,Traditional,Mixed,Painting,Graduate Degree,Middle Eastern,Spanish,Novice,Video,Active,Humanism,Married,High income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role812,58,female,Scientist,Extroverted,Empathetic,Reading,Bachelor,African,French,Intermediate,Video,Sedentary,Atheism,Widowed,High income,Average health,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role813,31,genderqueer,Teacher,Innovative,Empathetic,Reading,Graduate Degree,Western,Spanish,Intermediate,Text,Active,Islam,Divorced,Low income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role814,70,genderqueer,Retired,Traditional,Empathetic,Video Games,Graduate Degree,Middle Eastern,Spanish,Novice,Video,Active,Environmentalism,Divorced,Low income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role815,44,nondisclosed,Retired,Traditional,Informal,Sports,Bachelor,Middle Eastern,Mandarin,Novice,Mixed,Active,Christianity,In a relationship,Middle income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role816,67,genderqueer,Artist,Innovative,Informal,Reading,Bachelor,African,French,Expert,Video,Sedentary,Christianity,Divorced,Low income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role817,22,genderqueer,Engineer,Introverted,Formal,Cooking,Graduate Degree,Middle Eastern,French,Expert,Video,Active,Christianity,Divorced,Low income,Healthy,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role818,54,female,Retired,Innovative,Direct,Painting,High School,Eastern,Spanish,Expert,Text,Sedentary,Atheism,Widowed,High income,Health-conscious,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role819,33,male,Student,Introverted,Informal,Sports,High School,Western,French,Intermediate,Video,Active,Islam,Divorced,Middle income,Average health,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role820,23,nondisclosed,Artist,Extroverted,Empathetic,Cooking,Graduate Degree,Middle Eastern,French,Expert,Video,Active,Christianity,Single,High income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role821,72,genderqueer,Doctor,Innovative,Mixed,Video Games,Bachelor,Eastern,Spanish,Novice,Text,Active,Christianity,Widowed,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role822,31,genderqueer,Teacher,Introverted,Mixed,Sports,Graduate Degree,Western,English,Novice,Voice,Sedentary,Environmentalism,Single,Middle income,Healthy,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role823,67,genderqueer,Teacher,Traditional,Direct,Cooking,High School,Eastern,Spanish,Expert,Voice,Active,Christianity,Divorced,High income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role824,66,female,Student,Traditional,Informal,Cooking,Bachelor,Eastern,French,Expert,Voice,Sedentary,Humanism,Widowed,Low income,Average health,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role825,36,genderqueer,Engineer,Innovative,Humorous,Reading,High School,Western,English,Intermediate,Text,Sedentary,Humanism,Married,Low income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role826,78,nondisclosed,Teacher,Innovative,Direct,Video Games,Bachelor,Eastern,Spanish,Intermediate,Voice,Sedentary,Islam,Single,Low income,Average health,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role827,40,male,Teacher,Traditional,Humorous,Sports,High School,Middle Eastern,Mandarin,Intermediate,Video,Sedentary,Atheism,Divorced,Middle income,Average health,Part-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role828,61,male,Scientist,Introverted,Informal,Video Games,Bachelor,African,French,Expert,Text,Sedentary,Humanism,Widowed,Middle income,Healthy,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role829,60,male,Artist,Introverted,Humorous,Traveling,High School,African,Mandarin,Expert,Voice,Active,Environmentalism,Divorced,High income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role830,20,male,Student,Extroverted,Humorous,Traveling,High School,Middle Eastern,Spanish,Expert,Video,Active,Islam,Widowed,High income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role831,79,male,Student,Extroverted,Informal,Traveling,High School,Eastern,French,Intermediate,Video,Active,Atheism,Married,High income,Healthy,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role832,27,male,Student,Traditional,Empathetic,Reading,High School,African,Mandarin,Expert,Video,Active,Christianity,Divorced,Middle income,Healthy,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role833,35,genderqueer,Engineer,Extroverted,Mixed,Painting,High School,Middle Eastern,English,Expert,Mixed,Active,Islam,Married,High income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role834,70,male,Scientist,Innovative,Mixed,Painting,High School,Western,English,Expert,Video,Active,Environmentalism,Single,High income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
Role835,23,nondisclosed,Teacher,Introverted,Direct,Painting,High School,Western,English,Novice,Mixed,Active,Islam,Married,Low income,Average health,Full-time,Analytical,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role836,63,male,Engineer,Extroverted,Informal,Reading,Graduate Degree,African,English,Expert,Mixed,Active,Christianity,In a relationship,High income,Average health,Part-time,Collaborative,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role837,55,male,Scientist,Introverted,Direct,Sports,Bachelor,African,English,Intermediate,Text,Active,Atheism,Single,High income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role838,35,female,Teacher,Introverted,Empathetic,Cooking,Bachelor,African,French,Novice,Text,Active,Atheism,In a relationship,Low income,Healthy,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role839,58,nondisclosed,Doctor,Traditional,Direct,Sports,High School,Eastern,English,Novice,Voice,Sedentary,Christianity,Widowed,Low income,Average health,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role840,43,genderqueer,Student,Introverted,Empathetic,Cooking,Bachelor,Western,French,Expert,Text,Active,Environmentalism,Married,Middle income,Healthy,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role841,47,nondisclosed,Artist,Extroverted,Mixed,Reading,High School,Eastern,French,Expert,Mixed,Active,Atheism,In a relationship,Middle income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role842,56,female,Retired,Extroverted,Informal,Painting,Graduate Degree,African,Spanish,Novice,Mixed,Sedentary,Christianity,In a relationship,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role843,19,genderqueer,Scientist,Innovative,Informal,Painting,Graduate Degree,Western,Spanish,Intermediate,Video,Sedentary,Atheism,Divorced,Middle income,Average health,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Role844,18,female,Student,Introverted,Empathetic,Cooking,Graduate Degree,African,French,Expert,Mixed,Active,Islam,Married,Low income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role845,74,female,Retired,Extroverted,Direct,Traveling,Graduate Degree,Western,Mandarin,Intermediate,Mixed,Sedentary,Islam,Divorced,Middle income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role846,80,nondisclosed,Teacher,Innovative,Direct,Sports,Graduate Degree,Western,English,Expert,Text,Active,Atheism,Single,High income,Average health,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role847,18,female,Retired,Introverted,Informal,Sports,Graduate Degree,Eastern,Mandarin,Intermediate,Video,Active,Christianity,In a relationship,Low income,Health-conscious,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role848,35,male,Engineer,Introverted,Mixed,Traveling,Bachelor,Western,English,Expert,Video,Sedentary,Atheism,Widowed,High income,Average health,Full-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role849,28,nondisclosed,Scientist,Introverted,Formal,Video Games,High School,African,Mandarin,Expert,Voice,Sedentary,Islam,In a relationship,Middle income,Average health,Part-time,Analytical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role850,27,male,Engineer,Traditional,Direct,Video Games,High School,Middle Eastern,English,Novice,Text,Active,Atheism,Widowed,High income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role851,42,genderqueer,Teacher,Extroverted,Formal,Video Games,Graduate Degree,Middle Eastern,French,Novice,Video,Active,Humanism,Divorced,High income,Healthy,Sporadic,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role852,38,female,Doctor,Introverted,Informal,Painting,Graduate Degree,Eastern,Spanish,Expert,Mixed,Sedentary,Humanism,Single,Low income,Healthy,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role853,78,male,Teacher,Innovative,Formal,Traveling,High School,Eastern,Spanish,Expert,Mixed,Active,Atheism,Married,High income,Average health,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role854,73,nondisclosed,Doctor,Traditional,Empathetic,Sports,Bachelor,Western,English,Novice,Mixed,Sedentary,Christianity,In a relationship,Middle income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role855,19,female,Artist,Traditional,Empathetic,Sports,Graduate Degree,African,French,Novice,Video,Sedentary,Environmentalism,Divorced,Middle income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role856,51,genderqueer,Artist,Introverted,Informal,Traveling,High School,Middle Eastern,Mandarin,Intermediate,Video,Sedentary,Humanism,Divorced,High income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role857,40,male,Student,Introverted,Mixed,Sports,Graduate Degree,Eastern,Spanish,Expert,Video,Active,Environmentalism,Divorced,Low income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role858,23,female,Engineer,Introverted,Direct,Cooking,Bachelor,Western,Spanish,Intermediate,Voice,Sedentary,Christianity,Married,Low income,Average health,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role859,58,nondisclosed,Engineer,Extroverted,Empathetic,Cooking,High School,Eastern,French,Novice,Mixed,Sedentary,Humanism,In a relationship,High income,Average health,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role860,31,genderqueer,Engineer,Traditional,Empathetic,Reading,High School,Western,French,Intermediate,Voice,Active,Environmentalism,Divorced,Middle income,Health-conscious,Sporadic,Creative,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role861,55,male,Doctor,Introverted,Empathetic,Painting,Bachelor,Eastern,English,Expert,Mixed,Sedentary,Islam,Divorced,High income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role862,23,nondisclosed,Student,Introverted,Mixed,Video Games,Bachelor,African,French,Expert,Voice,Sedentary,Islam,Divorced,High income,Healthy,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
